total_pnl,wallet
2777622.78,GMqwf2ct8runQarHgHxkbXgcMBJzwjVoL525ZLCAFLB2
2767112.0,8zoTkb1anRRGBnr7vMS7yb69ZDybLf2jahUE5iDb65d9
2756964.35,2hXs8LECGt9JMivtxHJATvjwiVWyJZKd3dfmzYioP4oi
2756136.36,8NZBJaCdmpK9vobvePajVJUYKki4YFum6HTAGWiw96TB
2747550.12,HeBHyXzwpynNFM6yjemWYie14rBWwTPiowN7qkX5HCL2
2747360.66,3pxSKe1xL3GaNh7kxpoNiEGiQ47ZgEpDBA9ikosdza8f
2730688.03,5UnMeR9kfmzV5EXuMYxjxpagkiwzg2miNP8HoG2RpDrb
2725836.68,5wTLevkkUWzKgRTWKcSjrgdoP8TnrEnXYGaAxFKibsS5
2719840.27,J9nMxfmxPjRnd3UrxazTSViEbwyru3Pzt5pwa1Sdcs4g
2716750.77,D5FVxtAaEVustw14pCP92iCiWpJ4SDHdLR2AvWGB7bB5
2712815.68,GbiKcGuQeYJuAhmmVzaM9D4ivLRM8q7o7a2gvRevmBVW
2709389.07,2nQ6uyDM767r4L9UVa8qwgCU77XAb5ZKcVBPGNjr8GLa
2706480.24,4PZ5msFrPZhhYmtSQhB4J38TAa5TD2uHKU4zEKZha6hd
2683054.73,c2bLVAwqC9KvYwXmj228msWXQCnfx1qY89knTEPZP42
2679422.77,7XGkKWLopB3X2kuLwfGKBq5uN9Jj8nQMLMW6yqjnSvXV
2678720.87,Hp7fx5PoK6jg7brkJYiQ1fdAR73fZpwtFZCuUPTY8pVg
2670808.8,5dDDSix4JDnGGRYxntQKpbnWzMyedu9euxy4Jc8D44yF
2667917.83,52PLdHKvVfdnoVTSDrxaxpBXp1aY5i7k77DgUyWbUpH3
2663944.72,CWJsYWk7WzwH2CnTK2UKVcNJc52uYFDtJfh57LZmEbxq
2656273.91,GKnsxVjjUkARPdEpiCCv97z8XxDhG1X12UFk6q8fDaR7
2633735.21,TyC6ttYUr2BVyTPxPpzKqdbpuJbquT6VXMsYVDwK2HF
2617251.78,92iYee4tHCanKiiCpFk3rvA89k466NjgVKojZkpJdcvj
2615172.64,8bcU1STysb1iqESaFoTmx8X4CbNcCCHcybG3CXC7nAxC
2600143.06,E7hVFmJvDGEkEWM6EGHhF9amY4EduojN6htdCh11b8Kn
2584562.78,HooderpigTVYapoXi6PQzxwtWhq3U1cuGvyu89fGjruY
2562708.65,GfLPiN1cUjL6YDeW9MR5woGKniCP9oDvnqohcCtQq2Sp
2556665.17,948ZdnmS29zKmKUV1ceMnGj8qS8nZxm9FaufK5bjy92a
2552241.31,ESr6Cto3c1u2hFLw8WQS3yZvSokNLU8LNi3FnMZQP58n
2549353.75,DFLsswviB5berifRS1qFXJhQMdSVkUYmu16hxrVbFtbm
2541934.04,AWstNnKcLMKWo78TseLwQx9szT9qWzd33QLAhaMVRpbB
2532440.25,FviaDt7LiMh5osJAPNUUZLW9timFAGTimh6QRc6q4uuL
2521361.83,686N4GW3656gPBWC4XMELNjqjNn6SvEqjeS3YHDHBYvi
2514792.8,EyrpvsNTHJJxkABPrxzK4rartNL1faMxKviq5A4tB4Rh
2511606.29,DqrTpRqgiEE5GKePgYkhRyR2Vx9XnSJrV1Jd3ZZVECLF
2503595.37,66MENXtEyS1EEvc6WEhqbtLVVdBpTRbuGb33BJC19asr
2497621.6,JD1dHSqYkrXvqUVL8s6gzL1yB7kpYymsHfwsGxgwp55h
2480163.47,7YktHzoqNRz1WN7wNLB8LfeSkrxSHipLSbZCT2LFADhx
2475435.08,9UL9RxgufT5ZQY163gHjRrfbhXxrBtGFv25tJjZHKtVK
2471199.94,7EuMTtaPG2CLYsqF4pP8x9Zg3zzujddoak5yUGEBFGf5
2467313.27,DbJpiVvBV5SoTEde7fys8H9VGoqnRqbNKySH6t55DFHc
2447682.86,75GbYhubSexUmESbQhDsWV6od49Z44yiMCCvCD6YNB8A
2433450.37,D6nUhQ7o3TQwk243mgVS5hsdkuJk71fxZib3KxY4Upyv
2430279.07,hrx1rPTK8akUcjRPMgQeGcH1hvQ76LhnrD3LkKCkR86
2418993.14,4LZKUGRsHww51mD5TMbV8ncAoe5ymYiw3ZfcWzoS5wq5
2409532.14,6rpNHbHLdrFx9Kibsj24rmBvBLi1xucG8AL6RRLRZ8nv
2407966.38,3pFW9tvrnp42BDZHHvmZ56A8hwujG4wA9b8RAntC7ZPQ
2399633.6,5dDDSix4JDnGGRYxntQKpbnWzMyedu9euxy4Jc8D44yF
2389908.48,GckH2awrcFZXD7ceTK7E684h4cfBFCAR1KHnFYKi4Zes
2387263.14,CXWow32cBFayFvD38QMEirCnbJ3yhEXiSFArj4gKtw3k
2385265.64,SJeBGZeNrrQ587v5kCRyZnkpN5RFQCy4ECo7yqhSb2U
2377751.16,H6RErn6vTw3ZSLBN9iNpP3cAq8CETh6dy6HVkEwPonjE
2376870.94,62ayF35G8NvnwFKWRNkMvypsVMyar6FG8S66x4T2FmFr
2374371.16,9oTsfYWULoX9V9X1xJosKquiv2RUxia6XTLZHn6aa5BN
2368186.25,qvSvybSeHVaRCSVg1eWUwPHCXh2B8GrtQQqZZmoe2XF
2367198.73,CGhPV8rB7c93ovNPCW3KeVKydMqUomiqPbxvJfkRprVn
2363592.58,EAidUwbaz9vu9ZLSNiDHiPGf6NTZRdzUUQsQbX9kowWa
2359634.42,BAmNcRyE8iSkfeppaTbFc77RJ867sFUSxaFqSL8MLrAS
2352089.02,5TbLYqUF4aAXYQeMDdfLuTZTKHy6EySMdJzXpDu81TVn
2351846.99,CK15zgbG3SSbCFtfnn5TFKswzBxSTWSvaDNoVBgbKYu
2348277.31,8CLWEyb8GKYgRJhmK4LUqg6QRMXyyTeDdMD8NjbbVEy4
2346335.66,CGS1LaRMqtv1tFBjcP3Artgqg5nz2DMtpVNGSUWY993G
2340475.39,EFYbFKpc6m5vx3fQjP1X7zfysMko2nh4w6zMfLc2jLRW
2337635.39,8fSnLTnRViK83dDesivTsPx2wiRhwti9xoafeMGjEyLJ
2335003.6,3jWagYkLiMbFun6qjpUqYkfSaPjuC3v5HwrtPXP4hP23
2331386.78,Gxvi21TQFxfSYQnonZadATrpDvCx9tNjpxpzV2EN5Ays
2330546.64,sD7s11yJ38VYEaWXDLNp4BiBtgtKXHdN7VLSLpyss38
2325470.0,FwTfPJqCFKuRh652pURrWt6hZTT4jQtec8ExZ4h8YgCH
2325130.46,CSiZG5sBsNDgLmbEH54hfLNAn3f3JXVsTqU1LzZTD3KX
2323002.79,EXgXjJmwPpRaYQKQo6zvVQw2S1P2bDAzZb6gpjpNabx
2317705.13,EcJPtReKkSDQhTT4RcWhWABoUp2HoZ8qJNikB6G58s3R
2315046.58,CvDD4viF7XWf517hucWz5o2CUyFMKXZNEnrQRtfKAXmM
2314731.75,221qQX3TNshm5XLV6Ei4YXewhY5vuxdGn6i7aHAF2xef
2293879.32,BmanDqQELF7QY5uRPw8vg3eMjR74WZnszKmNbLJKkay3
2285228.7,65qGwfc7kw5pTvBzSqm1Cvgh7FYNkXVpDrxJzHNJmEC5
2283085.8,7k9EiHYnvYAANhxE4jhjCS9KCLHoYmACfvBTmdqSX7SN
2281338.98,6K2d9LvM3i47P9FxzEQP4hXZwiHA2c2wgfzGTeTvJqj8
2279663.69,CUqjTmYihCAMuwmqNvb2jKBC3bUR5J2Ek3Xw1qF5Gsb3
2269708.46,DTaxCwcxZ2E1vNmFLDq4qwjFT7MmroDfG7urBQKmh2sU
2237655.0,DTQ99bavEJNYyxtVZGX877AsaHbi2NccLpoKAPcaKsSt
2234842.69,7imishQeQy1vyxgkZuWqxWaP2ej3DKoHCb9dyJmeyszC
2231903.2,8AXAxE22L2jsenevwUQbAoty9h784FXj4cWngWVUYFAj
2222096.79,FR6D4oNcsSAzRT185QTnJY5Qq6d4uuKbVDEJNgTnMWWi
2219036.19,CKXzCmgNgQGonGvx9gpaHV9RXg1fHrMkQWmyzFuy4Cbv
2213582.52,DqrTpRqgiEE5GKePgYkhRyR2Vx9XnSJrV1Jd3ZZVECLF
2205805.76,CH7MJuK5Kh2e7cribybdQLPzSxLqL4AgWwKZgaNoHA7J
2198188.55,68MbxgnxADFnkijppvw3dTPu3NRCiAYGtCCrkhUTUPfb
2191802.46,Eswaek4iZKHaVuS2GyQ96DScmfcf9eHLxdVNNyHDtoFk
2185526.47,AhHvHMKh3C4XxpAX91n2HrR6GNBpF8dS6LQqyurkr1H5
2168321.96,7VBTpiiEjkwRbRGHJFUz6o5fWuhPFtAmy8JGhNqwHNnn
2158075.64,85H7h4PPrv4TVoJaSD7MtvdD32kuR9tCZpA8xjATJcm9
2145739.04,5AKFeUreeiC1XGjLzRtt2ZLDuf66yJQrsh5S1vCFMtfc
2131345.61,EB6Th6532ocmRBFfxpakyaptbbfYCzyYoW1m8yrefMEi
2127586.39,6aCaztcQgPXBeLkfYCGpj28qBqobytgoxXHecK21Bw5N
2083377.68,GGMfitHUT1HoRHi4krnBFQKsQQ8xeTwu9CxEYiCgQSgt
2078779.45,CLegS2MSiCsBksVazCg4Y7Gz3NqeBK21QyvzK4Q7S168
2077068.08,DqAJuQkdjxBgC7qGZ5UitzSrnKRUuvuBArpJ7eHWAMpF
2071307.82,6iF6Tr3fV9TLPWwo7njJmV9TNzW3G9LTDiwxRcekKWVU
2068829.6,E1humH4sxuBZ6whLPbaxi3k3eu8EECG6PVQjdc9jYMkL
2065769.01,5Xu8p9emHTkuNQkPN6D2ygkJypWo1nbUzbjYHUfXcNuR
2063865.78,HWarkScZiw7Du42zue2wLXTgz3AacesKTvrcsiWbgk6X
2056244.95,3JPYL9xEPFjefV3tccrUwhLzME1mMq2dQSDeDebgzQi6
2050899.65,YZfpcxQAKxoSjWf1sqVS5KKhgwxuS3y8h4xYCjSDXsZ
2047298.41,DbJpiVvBV5SoTEde7fys8H9VGoqnRqbNKySH6t55DFHc
2046708.11,GSDhELGNGapNRUzehYDP1sqMeQjsYtsJ3SW15hqeBjs
2046140.49,HNPWG1925B9sfue9Ve159PpWdE1wcz1J4MkNvYjxfDBn
2042986.19,2q7EXuJ8UDjM8BsVm7BB4E93NG2p1EZo3enwu3wM8Qxx
2040614.85,FKy2QyHNz2H7K8c4pZnifdP3ogrG4JujwNEB5bTzFEL3
2024174.72,5dGTjD5zVSf4rFi6gMV7Vow27FqUdRKfgkq3AeJmY3NB
2015909.87,2tmvt3WhwHJtSEXFCZTxf7MziBFLz1vho9ssBJhgwTy1
2014788.58,AjiBb79QSLgieRn5UMeUSbajzzBJUb5MLhR9c4TEApXM
2011387.6,5T9SUN1XuaoBvBZCzn5SyDzUv1uJGn1vgo1QGUoq8HyS
1996224.35,HtjnvPjCggCCeKcpM9XqP3uvdbuVYuyYA2uitbWkB6CG
1991403.8,38nYRZ7ENv1QNZgDk2d5rARsQroCDC6pRhJmCU8yVMbR
1988374.75,tV5gieH97qoRynBbYqU429GWyMADEpzFSqa3ZHVrCCi
1969453.55,4bdY7XB6ZtpTFtLwN1zmJEV9Qdo4KvqYqWzaT8jkbjvb
1967408.4,ERxQZepPQfebv1oTg1dr81dkDcAysQyTzgMmBRC9SC29
1956368.32,9SDGYp82aQeosFhC8re8oNeJoS586tEhBV6zKEgMsK2y
1953744.41,9KjDmak4XeHDomsC2vjo9HdSQJUm4ePnrXQe4c5Yx5jE
1953656.16,7i23h6dEDoN32kFCcHhhmtDMbekQqJxNJFL6d2EbDU4C
1950665.84,6wTVWXQPCmmAJra4wFMoy6kae5s2FguHyhcXyhTGmgTt
1947113.15,8cvMnYZLUmjPD7hakmDCzfKL4L12tMRpBtLJTPjkiSqe
1945205.29,BuV9QKhkfu1pstvwzvWkLejfPTZiqiksWKd6yD33qCaj
1940444.05,BjBu4TA71fx8RYimzvcPsjK88CM2jxXSCmkHPFNRKFb1
1927418.82,HcqHr5FaAViLsCkE6FNf1FJwBu2xCrd62dcrqeTjMWYS
1911003.79,FyYJ39RZCMFVjakLDAXSjtMYNnCXgjV5U1tm77tE7mfq
1909107.65,2N8Cy7yxjogchRvjAguyQhqut38n7K69M29LuAiCvBGE
1904712.28,7eMHLPHhQnN7Db3FRcTznjvivf3YJhi96c89Z9XwrSY
1903100.82,5Fc7o7MexBkAxw5QgiAe1fsjo8NM2UaYJzcuA3QpwRJz
1901941.34,4rkN6ZeSosr4ZEdyhNjG2dKM14zZ2LibbjboY9BfkqHT
1899735.65,6HxK8tWoT3EXcNYSz8kvVG3c1CexPCkzm1GKpXwTwRoA
1893156.21,39adstx8GYc6i6iZ5YrjBmgfYaFgu6SyQmtZT9RvwUHk
1891863.74,ANPDoVn9HnwRWmc2USwd8TE9DM6Pg1KVMDcgazux8Jnw
1881781.6,AZcRX681THmMRkL6ZvSpHXJBya6mLwzZRi5PBoDrAUYB
1876855.72,JD25qVdtd65FoiXNmR89JjmoJdYk9sjYQeSTZAALFiMy
1876039.23,9pLzvD3s5g7nWbMbURPvYQgHp4piosoVLrxiEgr58v3d
1875832.04,2VCx7EZVg16t9nDJcdQ2qRuX37t9Wyc7mkAAqmVn7wMb
1872494.27,4rkN6ZeSosr4ZEdyhNjG2dKM14zZ2LibbjboY9BfkqHT
1871519.34,41CMkTohu1nXSKNexVxWYK3Xwe8Zgox9ag4CBruFBBv7
1870115.2,GSCGQm2h17NAgNthCxbSmiu6iNUD89tT6Z8xyCCYPhdd
1862980.45,669v2v1xexBywnQjDPGQqx2HThjYUhNPuexGmxKaHycx
1860353.54,6W35UtyP6hiHFWbW5Kn5zbMJBptwtkgv3h3akvDAHy22
1850990.53,8eKPLevBTQoQ6v5ABWsJYSA3vJgCy8N2cPVMFLQ2y5tT
1844753.28,BkcAL9ySN3JDkQPrAxUxUXDamgHq9xQiEQEgvoZaqSBx
1841235.09,73LnJ7G9ffBDjEBGgJDdgvLUhD5APLonKrNiHsKDCw5B
1833991.09,BmanDqQELF7QY5uRPw8vg3eMjR74WZnszKmNbLJKkay3
1833738.55,JD1dHSqYkrXvqUVL8s6gzL1yB7kpYymsHfwsGxgwp55h
1827846.49,DtuDYeFooPmD42jBcMcVZYvqoZH1Fx1q8bwx3ZDxJqWv
1824874.31,Gcfv7nTZm4np279ANZHWyp8CK3tXXzuMoJFa9APzscox
1824235.56,NT15mpF1u9XZxV9rW39TdCxXFHS4jxsG8dxuw6t2Jh8
1820587.22,HdxkiXqeN6qpK2YbG51W23QSWj3Yygc1eEk2zwmKJExp
1814675.15,DbJpiVvBV5SoTEde7fys8H9VGoqnRqbNKySH6t55DFHc
1810478.8,7xgQ3aSjGhqq356Ys4BVmDrF6GJSNX3ychTAeWQgTZEg
1805302.26,5YMQVP73HyJTTe6g9LXwTb3t8cQ3S9VhhJvyg9bBiU6A
1799213.57,6SEg24fHHVrCX24RbrQ7aFjTfsERzN9uEBD2znxXYoo8
1796697.28,CebhYDVwSK5bxN3nacD9pzSy5QFDHMXnAS5BpjAVAbsu
1792998.53,7h7pcqjjm7hnqbzfFKEd9kEHXMvDSxMuatGppDXPzQQW
1792864.3,JD38n7ynKYcgPpF7k1BhXEeREu1KqptU93fVGy3S624k
1785250.64,G5WdNYEwF3iePH4ALBD21A9j1fYDiejEg6AxvSb97Ajr
1771660.06,2oLAt5nHoM8jrfFqqDvYcehXgn9oPkySCJsA1TALRWAN
1768377.14,CcTMq5wKfCPtXtxb5fscsX55fc6UrksvdT4mpoCAhKkk
1768356.33,8ttoUKnZV73aC1cag7hGaytVL8R16PTv4mDdykGZD6rg
1764637.83,AwSyCM8jkiaupUMbw1MyjQx4Ym4Bcixz5Kraga3mEpqv
1759535.79,9ZC1a1Ht2F8ikNcYwk71aZ3qydpktVWku9u4wVSkW8ps
1754925.12,2nNU2EfKSHa8Bq2vENuaxUxduMgWWLiG5Tq5wsoXyNyH
1754182.31,AuaDJ1ikDYKJRduziVv1E7PNbhriRzoz82FYj2ySUdT2
1748323.1,694X5Cuvx6xs4y2aDBu5U1RkZS4RTbcUCZ8qLbH7bVPc
1747984.89,9bV6iCKENQZtZMdQkEeHmPBLXxgVPJHhvTESm7DzsbxX
1745067.31,Gp28ETfXwNeKnNQtZhuwbPpyx8XmuL9oDuApeVtd6KFp
1744274.73,ERjCjBRinnL5zGgURC2DneErtqzojV7oNHhqiGnHcXW1
1741579.44,46W9hkMxtQfbsD6KirfZHoPuBVvTXj6J1mycdFeTrwEg
1741145.8,4ZuSrrXGZj6NtGNinAF2AA4YrSSqYFvNX7AEMfD2jykV
1738572.95,DCRSAhR9Q4RVSKX19oc2Zq7j8qCw3V4X632etRRX8Lr4
1736771.17,4afXtExJUx3cfqkCLbnDN6KyvZDPL8VC2Mv2gknHjazH
1736499.36,EXgXjJmwPpRaYQKQo6zvVQw2S1P2bDAzZb6gpjpNabx
1733163.32,4WPTQA7BB4iRdrPhgNpJihGcxKh8T43gLjMn5PbEVfQw
1728834.24,DRvo33hjSs6pNQ9qUjz9AT4exa4WDFzRLaLSypS2Zbjj
1722777.58,6bVLiHHZUQnj5UsqMh9zTme7pzPLm4cVdnzkThQz5SRP
1716501.03,HrUvrcRSNn9hZP6rXHnncxGw11k5dMtLxrsfFePUKmbA
1716370.31,JD1dHSqYkrXvqUVL8s6gzL1yB7kpYymsHfwsGxgwp55h
1712898.86,VX1YqY3APMP2mgz2Ghen1Avf7VdqTYbn8auGTgzPMA2
1706873.2,5P9qzUKBRX8H71gey3P7Bwf5kMLKFkWBsHQRyNGxC39J
1706381.0,39adstx8GYc6i6iZ5YrjBmgfYaFgu6SyQmtZT9RvwUHk
1706350.27,9t6HkjNC7WYwaaoBXncteo25BM2cjzaD1t7csc6C1nxT
1693160.3,BnMVjL7wY1GXa4EDBT33efk677A4Uny6AhxAXxxaYxzx
1692818.32,EYjGkiKg9DZJRacntfkAPPYacTC3LJ3um5zkX987Vkc
1690287.38,5YET3YapxD6to6rqPqTWB3R9pSbURy6yduuUtoZkzoPX
1684052.83,ECcafvKE2ZLYwFoBpJWo98Yv3h57f8zPC3juiNvQs99L
1683969.42,AcUm7PunTqCYnLKD5ZbXaA4VtrWd8jccwPFCY3yMvLRa
1678351.77,8MHU3NwzuwpkcrF8S2nzNXbkCWn3TdE9UVtB3bQWJP7b
1663578.95,DPJQESVtc3uxWMQKoqWkUQxTfDuEwa69xbGr2Krku74e
1655099.43,3prB1SNw8XQzmtscWvqkTJNoFjgF5aJRpzh8JDNiPUGX
1654624.86,CB5e2EXjRCUmni77EJ1pWELiPnrMqZ8RzHoz4RUKLckL
1654373.11,3AxTU3Pruy9LQ8AQqShktiEU2g6fuSUuEGVLBy6Z9tWe
1646329.15,65jT5wk8FQyUWcSjgBsBRLU5NiSYGVYwRSKRiopPNAQ3
1644468.61,Gq1TJ14VDd3AaeVyXZfcduGBstR2j7NWx9Yciz4N6EB9
1634155.53,434GN5YXisvnYzcsmY9JrtduevPAHnE23kxAQYE5Qd5E
1633877.0,3Bufr622AC4ZVBtztvrsS7impwgR4stvVnwZ5aDynY5x
1631341.2,4bwrHhrWo8mUwvjEhWTP86FZeJQjfcq3iBEJkyDaYA9A
1629156.65,DyxDNLA3U4vxYL2Vd8eEM7bdiD1KAphwGwVcDvNhXkzp
1626268.51,EPmSej3befJqJChgPZNmoCp3zvVs1agqKmpGffpU1A2y
1625968.08,3ihAGnxUHGiw5KpLqt4F8AhubhJDSAhapGuwMRLLGF8V
1624707.63,3JnAaZ8TpaULWwS1foayCVNAYPwp3oGXYMeDNSm1TwXk
1621920.81,DbJpiVvBV5SoTEde7fys8H9VGoqnRqbNKySH6t55DFHc
1621552.34,6tRZkbqwy99hWuExk8TnKYpUHHcQ6jb4FjnNwjh4RkHY
1621254.26,Fd9C7mKxmVh39EFovowmqtd7DjMF5KrvBybCwgLbnbai
1617915.88,GTE1YDQ9dursGQazNpphhF3RQJyimoK9nzZ3th9nuEUq
1611742.5,CAbjHm9UFTaJt9JDJ6S3aVmD4P8hagJitAFJsDjtQ4tT
1606409.25,CSiZG5sBsNDgLmbEH54hfLNAn3f3JXVsTqU1LzZTD3KX
1600654.37,6RFEC8fbB5joxJeGfrZNE1tUEEzBubHqR4GEimxyaHjy
1600422.25,3prB1SNw8XQzmtscWvqkTJNoFjgF5aJRpzh8JDNiPUGX
1597040.04,724RwfJsWWzjuagakAzkyAza93tbJT9r4wZPTDpEZi6x
1596739.86,41Fihp1d3W4oGDCrjy75W5k3E878Kw8oqt8niSbaDizh
1594071.23,FjpyDvA4BwWbQB88CsuLbAyYtKKHHaCYfTVJaJgxxwx6
1592661.94,5UATnGWCexXeiRhBHPjpgkRvDYEH9XvQtwGNDATxDCS8
1586566.26,38ESLHdJkqNvMbJmbgsHJGXjJPpsL4TkvSUgXegYgvpr
1582299.47,3hctjz3xjyGx8ETpEsPMJU3NssFiZFZYMrbWJExvXa1U
1580424.06,BXt779uGCMKXNr9ecU7fhcUdRxjgowS1ExYtwNEEkTPZ
1577783.49,5MsB4V7eqvX7P5Sm1UVEr4Xw5CiH3xBPkbCfPpHoD8Kv
1576883.16,14XjPZKJWEkTbcBUSguBUeC65nek7QcB5LSQo616PULb
1572746.72,48qScVrmawp14WQuEyGVWLDUmPsiizt2Y2Q9ZGVWrmG7
1567655.73,8h4AsaX7sNCvXPZoHHEWXYgPoxnDAoSUc5BskYfXzg3D
1566475.67,9SS4UPH7mprnNyoLmcGyHDdbwR5DZhfR7VaU1DBT1AVH
1562344.09,28MyYrYpRwAwiACFwKQbzJ7LXAq3tSBPTJzrmG6ep1Fi
1559777.84,2btYi2pqVgtgzLqeAXE122FPhN2xBJMQpE1V9CMNv4EH
1558984.27,3wB2DfkSZmEdqtwAeWpEehLJiFS33SPUVRs5fbNqU3fo
1553132.08,3QUvsbw4teQ5gTNBc94ELr5ZU96xp3iuZXCY2D3AtXZD
1549167.78,Aviigqoxc4HsNod2mxuMAxY9kpRNgXcNuiQ8YhAszxK4
1545953.58,AywqnZuRct3C6yqQPFoHrSx1KNsNQkvojBxJ8NpAMCyZ
1544346.3,F798uRiw4eEZtqMHLDsJho9r7h8nhtmRSAaU64CMf5HV
1542564.44,GsV5Hqhe7uxMjQv1vQyV8uSPz861WhaLWKJhr1w4HKUj
1541417.41,J433tnmDFbCrXwcVcmdiFKAuSuPuB2LTMq2qcRDpSjKE
1540714.24,6AwqhVU5rx3sMovgCwc5KE1prBZaZZJSGgYSKmX8qg31
1540314.12,6MthV4EGn64iZbCunBWie9ML6vZfsTyD28Fb6a8fB6Sy
1536995.49,EK7Qhhv1yzni9wH9uBWso9QYPZGpn2TDtCorYy1KyW6B
1527733.22,6fh6sMWJ2RjVqRH3SuQLergayFtkfdJWvUtS1jw1EZiU
1524750.39,g9URhUnhAWWyfbCck8GSCmXQnkUNFDEmQ4z1brapist
1524313.0,EJ2jyVUceCYvC1HxY77X2adre7Kcf8sQaucrKaQtVtXs
1521571.68,32waT8GLZCV9ihc3xMRz38hwmFSQ8f52LWSesks9VQKf
1508566.24,GTiCQZHknSenLbpbhjrztxDGwWr2fUPJDkefjKRZTwVa
1501121.77,3UjuWkeBDpsRsbuCZ1BgeW5K4xyygePoViH2khSsHfrV
1500855.21,GuQYW7pYrCzcakhtwhx1xmwc1PSEHMzJiDJpX43QJYio
1498996.83,5VhYqRkpkNhgP6c1aToL6dXXMEYNz9hjuvGEMZ9wvsjg
